Материал;Краткий текст материала;ЕИ;ГруппаМтр;КлОцн;Вид оценки;ВидМ;;Названия строк;Количество по полю КлОцн
10000025;Уголь;Т;103020000;1012;10;ROH;;ROH;39171
10000026;Мазут;Т;103030000;1013;10;ROH;;(пусто);
10000027;Дизельное топливо;Т;103040000;1014;10;ROH;;Общий итог;39171
10000028;Торф;Т;103050000;1015;10;ROH;;;
10020823;Психрометр ВИТ-1;ШТ;114050000;700;7;ROH;;;
10020823;Психрометр ВИТ-1;ШТ;114050000;1210;10;ROH;;;
10201984;Круг В1-II-НД-10 12Х1МФ Г2590 Г20072;Т;105010000;700;7;ROH;;;
10201984;Круг В1-II-НД-10 12Х1МФ Г2590 Г20072;Т;105010000;1070;10;ROH;;;
10202873;Лист Б-ПН-О-6х1500х6000 12Х18Н10Т-2Мб;Т;105010000;700;7;ROH;;;
10202873;Лист Б-ПН-О-6х1500х6000 12Х18Н10Т-2Мб;Т;105010000;1070;10;ROH;;;
10203485;Шнур Гидроизол-М ТУ 5775-001-85453252;КГ;113030000;700;7;ROH;;;
10203485;Шнур Гидроизол-М ТУ 5775-001-85453252;КГ;113030000;1220;10;ROH;;;
10203785;Г20700-75 Болты,шпил.,гайки и шайбы;ШТ;118080000;1161;10;ROH;;;
10204002;Лист Б-8-ПН-О 1250х2500 20Х23Н18Т Г19903;Т;105010000;700;7;ROH;;;
10204002;Лист Б-8-ПН-О 1250х2500 20Х23Н18Т Г19903;Т;105010000;1070;10;ROH;;;
10204152;Электрод УОНИИ-13/55-3-УД Э50А Е51 3-Б20;КГ;107050200;1220;10;ROH;;;
10204159;Электрод УОНИИ-13/45-4-УД Э42А Е 41 2(3);КГ;107050200;1220;10;ROH;;;
10204160;Электрод ЦЛ-39 д 2,5мм;КГ;107050200;1220;10;ROH;;;
10204161;Электрод ЦУ-5 2,5 УД Э50А;КГ;107050200;1220;10;ROH;;;
10204576;Подшипник Siemens 18.1.3.S.0.1.19.7;ШТ;107090200;700;7;ROH;;;
10204576;Подшипник Siemens 18.1.3.S.0.1.19.7;ШТ;107090200;1064;10;ROH;;;
10204577;Подшипник Siemens 18.1.3.S.0.1.19.8;ШТ;107090200;700;7;ROH;;;
10204577;Подшипник Siemens 18.1.3.S.0.1.19.8;ШТ;107090200;1064;10;ROH;;;
10204668;Подшипник Siemens 18.1.3.S.1.1.2.8;ШТ;107090200;700;7;ROH;;;
10204668;Подшипник Siemens 18.1.3.S.1.1.2.8;ШТ;107090200;1064;10;ROH;;;
10204788;Фильтр Siemens 18.1.3.S.1.1.5.6;ШТ;107090200;700;7;ROH;;;
10204788;Фильтр Siemens 18.1.3.S.1.1.5.6;ШТ;107090200;1064;10;ROH;;;
10205032;Болт М16-6gх80.46.029 Г7798-70;ШТ;105040000;1070;10;ROH;;;
10205035;Гайка М12х1,75-6Н.5.029 Г5915-70;ШТ;105040000;1070;10;ROH;;;
10205461;Шпатлевка ЭП-0010 Г28379-89;КГ;113010000;700;7;ROH;;;
10205461;Шпатлевка ЭП-0010 Г28379-89;КГ;113010000;1180;10;ROH;;;
10205722;Труба Х32х6х6000 12Х1МФ ТУ 14-3Р-55-2001;КГ;106010000;1090;10;ROH;;;
10205735;Шнур 12х12 5р-129 123-8-286 ТУ381051165;КГ;113030000;700;7;ROH;;;
10205735;Шнур 12х12 5р-129 123-8-286 ТУ381051165;КГ;113030000;1220;10;ROH;;;
10205751;Шкурка 2С 820х20 Л2Г 14А 12-Н К ГОСТ5009;М2;108040000;1161;10;ROH;;;
10205752;Шкурка 2С 820х20 Л2Г 14А 8-Н К ГОСТ5009;М2;108040000;1161;10;ROH;;;
10205754;Шкурка 2С 820х20 Л2Г 14А 20-Н К ГОСТ5009;М2;108040000;1161;10;ROH;;;
10205757;Шкур 2О 720х30 УГ 14А 12-Н СФЖ Г13344;М2;108040000;1161;10;ROH;;;
10205820;Пускатель ПМА-3200 40А 220В УХЛ4;ШТ;101020400;700;7;ROH;;;
10205820;Пускатель ПМА-3200 40А 220В УХЛ4;ШТ;101020400;1061;10;ROH;;;
10206095;Парафин Skigo LF Green -7/-20 69013;ШТ;118040000;1161;10;ROH;;;
10206228;Мат МП-100-2000.1000.80 Г21880-2011;М3;113020000;1220;10;ROH;;;
10206651;Лист Б ПН-НО-6х1500х6000 Г19903/СТ3СП;Т;105010000;700;7;ROH;;;
10206651;Лист Б ПН-НО-6х1500х6000 Г19903/СТ3СП;Т;105010000;1070;10;ROH;;;
10206656;Эмаль Полимерон черн.ТУ2312-007-98310821;КГ;113040000;1220;10;ROH;;;
10207099;Лист Б ПН-О-4х1250х2500 Г19903/20Х23Н13;КГ;105010000;700;7;ROH;;;
10207099;Лист Б ПН-О-4х1250х2500 Г19903/20Х23Н13;КГ;105010000;1070;10;ROH;;;
10207140;Болт М-421-37-142;ШТ;107070200;700;7;ROH;;;
10207140;Болт М-421-37-142;ШТ;107070200;1064;10;ROH;;;
10207577;Техпластина ИРП-1233-7 Н/Ф 6х800х2000;КГ;113030000;700;7;ROH;;;
10207577;Техпластина ИРП-1233-7 Н/Ф 6х800х2000;КГ;113030000;1220;10;ROH;;;
10208134;Уголок В-75х75х6 Г8509-93/Ст3пс Г535;Т;105010000;700;7;ROH;;;
10208134;Уголок В-75х75х6 Г8509-93/Ст3пс Г535;Т;105010000;1070;10;ROH;;;
10208155;Круг В1-II-НД-30/20-3ГП-М1-ТВ1 Г1050;Т;105010000;700;7;ROH;;;
10208155;Круг В1-II-НД-30/20-3ГП-М1-ТВ1 Г1050;Т;105010000;1070;10;ROH;;;
10208163;Круг В1-II-НД-20/20-3ГП-М1-ТВ1 Г1050;Т;105010000;700;7;ROH;;;
10208163;Круг В1-II-НД-20/20-3ГП-М1-ТВ1 Г1050;Т;105010000;1070;10;ROH;;;
10208367;Вкладыш 5БС.263.190;ШТ;101020300;700;7;ROH;;;
10208367;Вкладыш 5БС.263.190;ШТ;101020300;1061;10;ROH;;;
10209792;Щетка ЭГ-4 22х30х60 К1-3 НК-1 6Д2;ШТ;101030200;1061;10;ROH;;;
10209815;Бумага Akasel Sic Paper 7050 зерн.320;ШТ;108040000;1161;10;ROH;;;
10209879;Круг 40-В1 Г2590/40х-1-2 Г4543;Т;105010000;700;7;ROH;;;
10209879;Круг 40-В1 Г2590/40х-1-2 Г4543;Т;105010000;1070;10;ROH;;;
10210177;Затвор ЗПД.1.МФ.1.80.010.00.00.Р п/ред.;КМП;106100000;700;7;ROH;;;
10210177;Затвор ЗПД.1.МФ.1.80.010.00.00.Р п/ред.;КМП;106100000;1080;10;ROH;;;
10210347;Лакоткань ЛШМС-105 0,1мм ТУ16-90И37;М2;113030000;700;7;ROH;;;
10210347;Лакоткань ЛШМС-105 0,1мм ТУ16-90И37;М2;113030000;1220;10;ROH;;;
10210568;Шайба 8 3Х13 029 Г6402-70;КГ;105040000;1070;10;ROH;;;
10210807;Втулка МУВП 1-25/5 Р-084-00;ШТ;107010200;700;7;ROH;;;
10210807;Втулка МУВП 1-25/5 Р-084-00;ШТ;107010200;1064;10;ROH;;;
10210980;Диск Akasel Aka-Largan 9 200 5020;ШТ;108040000;1161;10;ROH;;;
10211397;Шкурка О2 775х30 С2 14А 4-Н СФЖ Г13344;М2;108040000;1161;10;ROH;;;
10211412;Грунт-эмаль АУ-1415 сер.ТУ2388-001;КГ;113040000;1220;10;ROH;;;
10211451;Кирпич К-471322 М-806 ТУ15-012-26517261;Т;113010000;700;7;ROH;;;
10211451;Кирпич К-471322 М-806 ТУ15-012-26517261;Т;113010000;1180;10;ROH;;;
10211487;Картон ЭВ-0,5-980х1100 Г2824-86;КГ;107090200;700;7;ROH;;;
10211487;Картон ЭВ-0,5-980х1100 Г2824-86;КГ;107090200;1064;10;ROH;;;
10285041;Лом чугуна;КГ;120000000;1210;10;ROH;;;
10285042;Лом медный;КГ;120000000;1210;10;ROH;;;
10285043;Масло турбинное б/у;Т;120000000;1210;10;ROH;;;
10285044;Лом меди.;КГ;120000000;1210;10;ROH;;;
10285045;Лом драгоценный платина;Г;120000000;1210;10;ROH;;;
10285046;Лом латуни смешанный;Т;120000000;1210;10;ROH;;;
10285047;Лом драгоценный рутений;Г;120000000;1210;10;ROH;;;
10285048;Масло отработанное ТП-22С;КГ;120000000;1210;10;ROH;;;
10285049;Лом кабельный алюминия А сорт 2а;Т;120000000;1210;10;ROH;;;
10285127;Уплотнение 212610;ШТ;107010200;700;7;ROH;;;
10285127;Уплотнение 212610;ШТ;107010200;1064;10;ROH;;;
10285128;Планинг;ШТ;118020000;1161;10;ROH;;;
10285129;Халат смесовый жен.48-50/170-176 темн.;ШТ;118090100;1140;10;ROH;;;
10285130;Датчик ДПЭ22МВИ Ах15х9;ШТ;111010000;700;7;ROH;;;
10285130;Датчик ДПЭ22МВИ Ах15х9;ШТ;111010000;1062;10;ROH;;;
10285131;Маркер выделитель текста KORES зел 1-5;ШТ;118020000;1161;10;ROH;;;
10285132;Набивка ХБП-31 12х12;КГ;113070000;1220;10;ROH;;;
10285133;Белье нател. термост р.56-58/170-176 (м);КМП;118090100;1140;10;ROH;;;
10285134;Печенье ассорти 200г;УПК;118070000;1200;10;ROH;;;
10285135;Гетинакс 30 ГОСТ 2718-74;КГ;107090200;700;7;ROH;;;
10285135;Гетинакс 30 ГОСТ 2718-74;КГ;107090200;1064;10;ROH;;;
10285136;Замок висячий PDB-01-50 (BC1150) Апекс;ШТ;118100000;1150;10;ROH;;;
10285140;Лом меди смешанный;Т;120000000;1210;10;ROH;;;
10285141;Лом алюминия смешанный;Т;120000000;1210;10;ROH;;;
10285142;Лом алюминия;КГ;120000000;1210;10;ROH;;;
10285143;лом кабеля медного;Т;120000000;1210;10;ROH;;;
10285144;Металл драгоценный бронза;Г;120000000;1210;10;ROH;;;
10285145;Лом индия;Г;120000000;1210;10;ROH;;;
10285146;Лом каб.медн.с усиленной стальной защит.;КГ;120000000;1210;10;ROH;;;
10285147;Лом для пакетирования № 2 вид 12 А;Т;120000000;1210;10;ROH;;;
10285148;Лом для пакетирования № 2;Т;120000000;1210;10;ROH;;;
10285149;Лом стальной;КГ;120000000;1210;10;ROH;;;
10285150;Металл драгоценный иридий;Г;120000000;1210;10;ROH;;;
10285151;Лом стали оцинкованной;Т;120000000;1210;10;ROH;;;
10285152;Лом драгоценный серебро;Г;120000000;1210;10;ROH;;;
10285153;Лом сплавов на основе алюминия;Т;120000000;1210;10;ROH;;;
10285154;Лом черн.метал.сталь 6мм, сильно засорен;Т;120000000;1210;10;ROH;;;
10285155;Лом дюрали;КГ;120000000;1210;10;ROH;;;
10285156;Лом стальной;ШТ;120000000;1210;10;ROH;;;
10285157;Лом силумина;Т;120000000;1210;10;ROH;;;
10285158;Лом алюминиевого кабеля;Т;120000000;1210;10;ROH;;;
10285159;Лом электродвигателей;Т;120000000;1210;10;ROH;;;
10285160;Лом драгоценный палладий;Г;120000000;1210;10;ROH;;;
10285161;Лом цветных металлов алюминий;КГ;120000000;1210;10;ROH;;;
10285162;Лом сплавов на основе алюминия смешанный;Т;120000000;1210;10;ROH;;;
10285163;Лом меди;Т;120000000;1210;10;ROH;;;
10285164;Лом и отходы стальные 12 А;Т;120000000;1210;10;ROH;;;
10285165;Лом палладия;Г;120000000;1210;10;ROH;;;
10285166;Лом латуни;Т;120000000;1210;10;ROH;;;
10285167;Лом смешанный медь;Т;120000000;1210;10;ROH;;;
10285168;Лом стальной черный;КГ;120000000;1210;10;ROH;;;
10285169;Металлолом Г2787-75 Сталь 5А;Т;120000000;1210;10;ROH;;;
10285170;Масло трансформаторное отработанное;Т;120000000;1210;10;ROH;;;
10285171;Лом черного металла;КГ;120000000;1210;10;ROH;;;
10285172;Лом бронзы;КГ;120000000;1210;10;ROH;;;
10285173;Масло отработанное смесь;КГ;120000000;1210;10;ROH;;;
10285174;Металл драгоценный золото;Г;120000000;1210;10;ROH;;;
10285175;Лом и отходы чугунные 22А;Т;120000000;1210;10;ROH;;;
10285176;Лом цветных металлов латунь;КГ;120000000;1210;10;ROH;;;
10285177;Масло отработанное автомобильное;Т;120000000;1210;10;ROH;;;
10285178;Лом стали нержавеющей марки 12Х18Н10Т;Т;120000000;1210;10;ROH;;;
10285179;Металлолом Г2787-75 Чугун 17А;Т;120000000;1210;10;ROH;;;
10285180;лом кабеля силового алюминиевого;Т;120000000;1210;10;ROH;;;
10285181;Лом кабельный Медь 13 ГОСТ 1639-2009;Т;120000000;1210;10;ROH;;;
10285182;Лом и отходы стальные 5А;Т;120000000;1210;10;ROH;;;
10285183;Лом каб.алюм.с усилен.стальной защитой;КГ;120000000;1210;10;ROH;;;
10285184;Лом- алюминия;КГ;120000000;1210;10;ROH;;;
10285185;Лом драгоценный платинородий;Г;120000000;1210;10;ROH;;;
10285186;Отходы от распиловки изделий из извест;М3;120000000;1210;10;ROH;;;
10285187;Рукав В-2-75-5 ГОСТ 5398-76;ПМ;113030000;700;7;ROH;;;
10285187;Рукав В-2-75-5 ГОСТ 5398-76;ПМ;113030000;1220;10;ROH;;;
10285188;Пруток КР 20 Л62 ГОСТ 2060-90;Т;105020000;1070;10;ROH;;;
10285189;Кисть макловица 180х80 мм;ШТ;118100000;1150;10;ROH;;;
10285190;Ножницы Kores 170 мм;ШТ;118100000;1150;10;ROH;;;
10285191;Алфавитная книжка;ШТ;118020000;1161;10;ROH;;;
10285192;Маркер Attache 155798 син.;ШТ;118020000;1161;10;ROH;;;
10285193;Клапан 15ч8п Ду15 Ру1,6;ШТ;106100000;700;7;ROH;;;
10285193;Клапан 15ч8п Ду15 Ру1,6;ШТ;106100000;1080;10;ROH;;;
10285194;"Футболка трикотажная ""Поло"" р.56";ШТ;118090100;1140;10;ROH;;;
10285195;Набивка АГ 12х12мм ГОСТ 5152-84;КГ;113070000;1220;10;ROH;;;
10285196;Руководство по конт.кач.электром.работ;ШТ;118080000;1161;10;ROH;;;
10285197;Стакан прижимной ч.Н364-65;ШТ;107020200;700;7;ROH;;;
10285197;Стакан прижимной ч.Н364-65;ШТ;107020200;1064;10;ROH;;;
10285198;Машина шлиф.пневматическая ИП-20100;ШТ;108010000;1130;10;ROH;;;
10285199;Полукомбинезон универсальный;ШТ;118090100;1140;10;ROH;;;
10285200;Гайка М16 без покрытия;КГ;105040000;1070;10;ROH;;;
10285201;Болванка СЧ20 120х500мм ГОСТ 1412-85;ШТ;105010000;700;7;ROH;;;
10285201;Болванка СЧ20 120х500мм ГОСТ 1412-85;ШТ;105010000;1070;10;ROH;;;
10285202;Колба коническая КН-2-100-34 со шкалой;ШТ;114030000;1210;10;ROH;;;
10285203;Кульман чертежный;ШТ;118020000;1161;10;ROH;;;
10285204;Обойма уплотнения IV ЦАКИ.301541.009;ШТ;107010200;700;7;ROH;;;
10285204;Обойма уплотнения IV ЦАКИ.301541.009;ШТ;107010200;1064;10;ROH;;;
10285205;Конвектор Мегадор M200 WL;ШТ;118030000;1150;10;ROH;;;
10285206;Манометр ТМ-610РМТИ.00(0-0,1МРа) М20х1,5;ШТ;111010000;700;7;ROH;;;
10285206;Манометр ТМ-610РМТИ.00(0-0,1МРа) М20х1,5;ШТ;111010000;1062;10;ROH;;;
10285207;Вал насоса 0603.401613.0001 Д200-95;ШТ;107010200;700;7;ROH;;;
10285207;Вал насоса 0603.401613.0001 Д200-95;ШТ;107010200;1064;10;ROH;;;
10285208;Ручка шариковая PILOT Acroball 0,28мм;ШТ;118020000;1161;10;ROH;;;
10285209;Валик малярный 230 мм;ШТ;118100000;1150;10;ROH;;;
10285210;Труба оребренная (ИНД) 06.10.10.001-01;ШТ;107030300;700;7;ROH;;;
10285210;Труба оребренная (ИНД) 06.10.10.001-01;ШТ;107030300;1064;10;ROH;;;
10285211;Кольцо распорное 881-200-4;ШТ;106110000;700;7;ROH;;;
10285211;Кольцо распорное 881-200-4;ШТ;106110000;1080;10;ROH;;;
10285212;Шпилька М36х240;ШТ;105040000;1070;10;ROH;;;
10285213;Лента конвейерная 2МС-500-4-ТК-200-2-3-1;М2;113110000;1062;10;ROH;;;
10285214;Компенсатор 2-линз. Ду500 31ОСТ34-10-570;ШТ;106090000;700;7;ROH;;;
10285214;Компенсатор 2-линз. Ду500 31ОСТ34-10-570;ШТ;106090000;1080;10;ROH;;;
10285215;Подставка П-20-2 универсальная;ШТ;110000000;700;7;ROH;;;
10285215;Подставка П-20-2 универсальная;ШТ;110000000;1210;10;ROH;;;
10285216;Рукав пож.РПМ(П)-80-1,6-ИМ-УХЛ1 Латекс;ШТ;110000000;700;7;ROH;;;
10285216;Рукав пож.РПМ(П)-80-1,6-ИМ-УХЛ1 Латекс;ШТ;110000000;1210;10;ROH;;;
10285217;"Футболка трикотажная ""Поло"" р.44";ШТ;118090100;1140;10;ROH;;;
10285218;Патрубок 810-65.1-10;ШТ;105060000;1070;10;ROH;;;
10285219;Бумага для ОфТех XEROX BUSINESS А4 80г;ШТ;118020000;1161;10;ROH;;;
10285220;Приспособление Н17.183.601.00;ШТ;108010000;1130;10;ROH;;;
10285221;Тарелка клапана Д125 ч.Г-1166756;ШТ;107070200;700;7;ROH;;;
10285221;Тарелка клапана Д125 ч.Г-1166756;ШТ;107070200;1064;10;ROH;;;
10285222;Папка с арочн.мех. BANTEX 70мм желтая;ШТ;118020000;1161;10;ROH;;;
10285223;Саморез 4,2х13;ШТ;105040000;1070;10;ROH;;;
10285224;Гильза болтовая секторная ГВ-2 120-150;ШТ;102040000;700;7;ROH;;;
10285224;Гильза болтовая секторная ГВ-2 120-150;ШТ;102040000;1061;10;ROH;;;
10285225;Сорбент Лессорб-Экстра гидрофобиз.;КГ;114010000;1050;10;ROH;;;
10285226;Клемма WAGO (2273-248) 8-ми проводникова;УПК;101020500;700;7;ROH;;;
10285226;Клемма WAGO (2273-248) 8-ми проводникова;УПК;101020500;1061;10;ROH;;;
10285227;Трубка термоусадочная ТУТ 8,0/4,0;ШТ;113030000;700;7;ROH;;;
10285227;Трубка термоусадочная ТУТ 8,0/4,0;ШТ;113030000;1220;10;ROH;;;
10285228;Ручка шар. Attache Selection Sky синяя;ШТ;118020000;1161;10;ROH;;;
10285229;Реле РУ-21/2,5;ШТ;111010000;700;7;ROH;;;
10285229;Реле РУ-21/2,5;ШТ;111010000;1062;10;ROH;;;
10285230;Крепление зап. электрод 703.173.G00.2045;ШТ;107090200;700;7;ROH;;;
10285230;Крепление зап. электрод 703.173.G00.2045;ШТ;107090200;1064;10;ROH;;;
10285231;Урна металлическая;ШТ;118100000;1150;10;ROH;;;
10285232;Скотч 48х66 прозрачный 45 мк;ШТ;118100000;1150;10;ROH;;;
10285233;Кольцо уплотнительное 214189;ШТ;107070200;700;7;ROH;;;
10285233;Кольцо уплотнительное 214189;ШТ;107070200;1064;10;ROH;;;
10285234;Манжета I Н404.145.006-17;ШТ;107010200;700;7;ROH;;;
10285234;Манжета I Н404.145.006-17;ШТ;107010200;1064;10;ROH;;;
10285235;Клапан 15б1п Ду15 Ру1,6 муфт.;ШТ;106100000;700;7;ROH;;;
10285235;Клапан 15б1п Ду15 Ру1,6 муфт.;ШТ;106100000;1080;10;ROH;;;
10285236;Реле РМОП-2 УХЛ4 100В;ШТ;102010000;700;7;ROH;;;
10285236;Реле РМОП-2 УХЛ4 100В;ШТ;102010000;1061;10;ROH;;;
10285237;Задвижка 30с41нж Ду200 Ру1,6 КОФ;КМП;106100000;700;7;ROH;;;
10285237;Задвижка 30с41нж Ду200 Ру1,6 КОФ;КМП;106100000;1080;10;ROH;;;
10285238;Перчатки диэлектрические р.10;ПАР;118090100;1140;10;ROH;;;
10285239;Модуль SURT 48 RMXL BP;ШТ;115060000;700;7;ROH;;;
10285239;Модуль SURT 48 RMXL BP;ШТ;115060000;1163;10;ROH;;;
10285240;Тонер-картридж Cactus CS Q7563A;ШТ;115020000;1163;10;ROH;;;
10285241;Корзина Compucase S-D340A;ШТ;115060000;700;7;ROH;;;
10285241;Корзина Compucase S-D340A;ШТ;115060000;1163;10;ROH;;;
10285242;Букса ч.142127 ф60;ШТ;107070200;700;7;ROH;;;
10285242;Букса ч.142127 ф60;ШТ;107070200;1064;10;ROH;;;
10285243;Ложка чайная Giorinox 5535-00 Noris;ШТ;118100000;1150;10;ROH;;;
10285244;Отливка из чугуна 500х110 СЧ25;ШТ;105010000;700;7;ROH;;;
10285244;Отливка из чугуна 500х110 СЧ25;ШТ;105010000;1070;10;ROH;;;
10285245;Выкл.АП50Б-3МТ-40А-10Iн-400АС-1П;ШТ;101020100;700;7;ROH;;;
10285245;Выкл.АП50Б-3МТ-40А-10Iн-400АС-1П;ШТ;101020100;1061;10;ROH;;;
10285246;Плашка М10х1,5;ШТ;108010000;1130;10;ROH;;;
10285247;Комплект уплотнений для теплообм. M6-MFG;КМП;107080200;700;7;ROH;;;
10285247;Комплект уплотнений для теплообм. M6-MFG;КМП;107080200;1064;10;ROH;;;
10285248;Двигатель АИРМ132S6 У3 5,5кВт 1000об/мин;ШТ;101030100;700;7;ROH;;;
10285248;Двигатель АИРМ132S6 У3 5,5кВт 1000об/мин;ШТ;101030100;1061;10;ROH;;;
10285249;Набор кабельных наконечников алюм.70мм2;ШТ;102040000;700;7;ROH;;;
10285249;Набор кабельных наконечников алюм.70мм2;ШТ;102040000;1061;10;ROH;;;
10285250;Папка -конверт с кнопкой EK А4 0,14мм;ШТ;118020000;1161;10;ROH;;;
10285251;Костюм д/защ от воды 60-62/194- 200;ШТ;118090100;1140;10;ROH;;;
10285252;Фильтр возд. ФВКас-I-500-715-50-G3/ОС1;ШТ;114060000;1040;10;ROH;;;
10285253;Корзина для мусора Унипласт 45072;ШТ;118100000;1150;10;ROH;;;
10285254;Шнур питающий для ML-2W;ШТ;118100000;1150;10;ROH;;;
10285255;Замок врезной Гарант;ШТ;118100000;1150;10;ROH;;;
10285256;Скотч малярный 50/50 BODY;ШТ;118100000;1150;10;ROH;;;
10285257;Плитка напольная Триора 330х330х8 мм сер;УПК;113010000;700;7;ROH;;;
10285257;Плитка напольная Триора 330х330х8 мм сер;УПК;113010000;1180;10;ROH;;;
10285258;Электрод ЭА-395/9-4,0-ЛД Э-11Х15Н25М6АГ2;Т;107050200;1220;10;ROH;;;
10285259;Краска ВД-АК-224 в/д интерьерная;КГ;113040000;1220;10;ROH;;;
10285260;Книжка авансовая;ШТ;118080000;1161;10;ROH;;;
10285261;Штамп самонаборный Colop Printer;ШТ;118020000;1161;10;ROH;;;
10285262;Костюм брезентовый;КМП;118090100;1140;10;ROH;;;
10285263;Таз 18л прямоугольный БП418;ШТ;118100000;1150;10;ROH;;;
10285264;Антисептик Pinotex Classik орех 1 л;ШТ;113010000;700;7;ROH;;;
10285264;Антисептик Pinotex Classik орех 1 л;ШТ;113010000;1180;10;ROH;;;
10285265;Краска по ржавчине Hammerite зеленый;Л;113040000;1220;10;ROH;;;
10285266;Строп текстильный 2СТ 10,0т./4000мм.;ШТ;118100000;1150;10;ROH;;;
10285267;Сегмент демпф.пров.ч.МТ-168967 1285мм;ШТ;107070200;700;7;ROH;;;
10285267;Сегмент демпф.пров.ч.МТ-168967 1285мм;ШТ;107070200;1064;10;ROH;;;
10285268;Двигатель 75кВт 220/380В;ШТ;101030100;700;7;ROH;;;
10285268;Двигатель 75кВт 220/380В;ШТ;101030100;1061;10;ROH;;;
10285269;Пластина из фторопласта Ф-4 16 мм;КГ;113030000;700;7;ROH;;;
10285269;Пластина из фторопласта Ф-4 16 мм;КГ;113030000;1220;10;ROH;;;
10285270;Папка с арочным механизмом Bantex 75 мм;ШТ;118020000;1161;10;ROH;;;
10285271;Термос LSA с помпой 3,5л;ШТ;118100000;1150;10;ROH;;;
10285272;Папка канц, короб арх. 10 см;ШТ;118020000;1161;10;ROH;;;
10285273;Уплотнение 191355;ШТ;107010200;700;7;ROH;;;
10285273;Уплотнение 191355;ШТ;107010200;1064;10;ROH;;;
10285274;Костюм из огн. мат. ут/пр 56-58/194-200;ШТ;118090100;1140;10;ROH;;;
10285275;Трудовой кодекс РФ 2001 г;ШТ;118080000;1161;10;ROH;;;
10285276;Задвижка 1012-225-Э кл.А с э/пр 795-Э-0;ШТ;106100000;700;7;ROH;;;
10285276;Задвижка 1012-225-Э кл.А с э/пр 795-Э-0;ШТ;106100000;1080;10;ROH;;;
10285277;Вставка плавкая ВТФ 10А;ШТ;101020500;700;7;ROH;;;
10285277;Вставка плавкая ВТФ 10А;ШТ;101020500;1061;10;ROH;;;
10285278;Дат.Метран-150CD3(0-250кПа) 2 2 1 1 L3 B;ШТ;111010000;700;7;ROH;;;
10285278;Дат.Метран-150CD3(0-250кПа) 2 2 1 1 L3 B;ШТ;111010000;1062;10;ROH;;;
10285279;Мост передний ГАЗЕЛЬ 4х4;ШТ;107110200;700;7;ROH;;;
10285279;Мост передний ГАЗЕЛЬ 4х4;ШТ;107110200;1062;10;ROH;;;
10285280;Пружина с контактами КС4 Б-17.406.70-01;ШТ;111020000;700;7;ROH;;;
10285280;Пружина с контактами КС4 Б-17.406.70-01;ШТ;111020000;1062;10;ROH;;;
10285281;Лампа светодиодная LED 12Вт Е27;ШТ;101060000;700;7;ROH;;;
10285281;Лампа светодиодная LED 12Вт Е27;ШТ;101060000;1061;10;ROH;;;
10285282;Муфта вн переходная110х50 мм однораструб;ШТ;106090000;700;7;ROH;;;
10285282;Муфта вн переходная110х50 мм однораструб;ШТ;106090000;1080;10;ROH;;;
10285283;Кольцо 050-055-30-2-2 ГОСТ 9833-73;ШТ;113070000;1220;10;ROH;;;
10285284;Подшипник 80018 ГОСТ 7242-81;ШТ;105080000;1062;10;ROH;;;
10285285;Клапан Т18б-1 Ду50 Ру6,3 привар.;ШТ;106100000;700;7;ROH;;;
10285285;Клапан Т18б-1 Ду50 Ру6,3 привар.;ШТ;106100000;1080;10;ROH;;;
10285286;Замок 805.CR на 2 стекла;ШТ;118100000;1150;10;ROH;;;
10285287;Автошина 225/75Р16 шип.;ШТ;109040000;700;7;ROH;;;
10285287;Автошина 225/75Р16 шип.;ШТ;109040000;1210;10;ROH;;;
10285288;Механизм для скоросшивателя ATTACHE 3380;УПК;118020000;1161;10;ROH;;;
10285289;Мобильная конструкция с логотипом;ШТ;118100000;1150;10;ROH;;;
10285290;Выкл.Danfoss CTI 25M 2,5-4,0А 047B3147;ШТ;101020100;700;7;ROH;;;
10285290;Выкл.Danfoss CTI 25M 2,5-4,0А 047B3147;ШТ;101020100;1061;10;ROH;;;
10285291;Лента электроизол. ПВХ красная 15мм;ШТ;113030000;700;7;ROH;;;
10285291;Лента электроизол. ПВХ красная 15мм;ШТ;113030000;1220;10;ROH;;;
10285292;Втулка упорная чН5-416 12НА-22х6(ТЭЦ-14);ШТ;107010200;700;7;ROH;;;
10285292;Втулка упорная чН5-416 12НА-22х6(ТЭЦ-14);ШТ;107010200;1064;10;ROH;;;
10285293;Конверт С5 162х229 окно в правом углу;ШТ;118020000;1161;10;ROH;;;
10285294;Пластина уплотнительная ТБ-3-20-135;ШТ;107070200;700;7;ROH;;;
10285294;Пластина уплотнительная ТБ-3-20-135;ШТ;107070200;1064;10;ROH;;;
10285295;Колодка клеммная ІЕК ЗВИ-5 UZV4-005-04;ШТ;102040000;700;7;ROH;;;
10285295;Колодка клеммная ІЕК ЗВИ-5 UZV4-005-04;ШТ;102040000;1061;10;ROH;;;
10285296;Тонер-картридж HP C7115X;ШТ;115020000;1163;10;ROH;;;
10285297;Труба 60х6 ч. 128252 левая;ШТ;107030300;700;7;ROH;;;
10285297;Труба 60х6 ч. 128252 левая;ШТ;107030300;1064;10;ROH;;;
10285298;Пластина 2Н-1-МБС-С-2 мм;КГ;113030000;700;7;ROH;;;
10285298;Пластина 2Н-1-МБС-С-2 мм;КГ;113030000;1220;10;ROH;;;
